0153502,薬局トモズ大手町カンファレンスセンター店,千代田区大手町一丁目３番２号,1000004,（調基１）（在薬）（後発調１）,東京都大手町カンファレンスセンター地下１階,03-6213-0660
0153510,いずみ薬局麹町店,1020083,（調基１）,東京都千代田区麹町五丁目２番地１－ＷＩＮＧ１階,03-3234-7856
0153544,クオール薬局丸の内店,1000004,（調基３ロ）（か薬）（在薬）,東京都千代田区大手町二丁目２番１号新大手町ビル１２２区,03-6214-0089
0153569,ロイヤル薬局神田淡路町店,1010063,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都千代田区神田淡路町二丁目６番地淡路ビル１階,03-5295-3531
0153619,スギ薬局神田西口通り店,1010047,（調基１）（後発調１）（在薬）,東京都千代田区内神田二丁目１０番７号プレミアステージ内神田１階,03-3254-7361
0153643,いまくま薬局,1020083,（調基１）,東京都千代田区麹町一丁目３番地アン麹町ビル１階,03-3264-5053
0153650,いけだ薬局番町店,1020082,（調基１）（地支体）（か薬）（在薬）,東京都千代田区一番町７番地１ビルヂング１階,03-5275-8989
0153668,スギ薬局神田駅東口店,1010044,（調基１）（地支体）（後発調１）（か薬）（在薬）,東京都千代田区鍛冶町二丁目２番２号神田パークプラザ１階,03-3254-5631
0153684,千代田区薬剤師会会営調剤薬局,1020073,（調基１）,東京都千代田区九段北一丁目２番１４号千代田保健所地下１階,03-5211-8197
0153718,いずみ薬局六番町,1020085,（調基１）,東京都千代田区六番町３番地１ル地下１階,03-3234-3628
0153726,五番町はるかぜ薬局,1020076,（調基１）（在薬）,東京都千代田区五番町２,03-6268-9200
0153734,お茶の水調剤薬局本店,1010062,（調基１）（地支体）（か薬）（在薬）,東京都千代田区神田駿河台二丁目２番地５井口ビル１階,03-3295-8641
0153767,かちどき薬局霞が関店,1006003,（調基１）（か薬）（在薬）,東京都千代田区霞が関三丁目２番５号霞が関ビル３１０,03-3581-7764
0153791,クオール薬局ビックカメラ有楽町店,1000006,（調基１）（か薬）（在薬）,東京都千代田区有楽町一丁目１１番１号３階,03-5208-1189
0153817,わたなべ調剤薬局,1000011,（調基１）（地支体）（か薬）（在薬）,東京都千代田区内幸町二丁目２番１号日本プレスセンタービル地下１階,03-5157-4233
0153833,コートビル調剤薬局,1020094,（調基１）,東京都千代田区紀尾井町３番１９号尾井町コートビル２階,03-3222-0910
0153841,さくら薬局御茶ノ水駅前店,1010062,（調基２）（か薬）（在薬）,東京都千代田区神田駿河台２丁目４番地１,03-5577-6714
0153874,メトグリーン３号館薬局,1000013,,東京都千代田区霞が関二丁目１番３号中央合同庁舎３号館Ｂ１売店,03-3519-8744
0153916,日本調剤御茶ノ水橋口薬局,1010062,（調基１）（後発調１）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目６番地１華ビル１階２階,03-5283-7470
0153924,ナチュラルローソンクオール薬局,1010044,（調基１）（後発調１）（在調）（か薬）（在薬）,東京都神田鍛冶千代田区鍛冶町二丁目３番２号町二丁目店神田センタービル１階,03-5209-0289
0153932,日本調剤九段下薬局,1020073,（調基１）（後発調２）（在調）（在薬）,東京都千代田区九段北一丁目３番２号大橋ビル１階,03-5211-7971
0153981,神田東松下町薬局,1010042,（調基３イ）（か薬）（在薬）,東京都千代田区神田東松下町１７番地１５伊東ビル１階,03-5295-7018
0153999,ファルマルシェ薬局ＡＫＩＢＡーＩＣＨＩ千代田区外神田四丁目１４番１号,1010021,（調基１）（か薬）（在薬）,東京都（地支体）第300692号秋葉原ＵＤＸ１０４,03-5207-8391
0154013,薬局マツモトキヨシワテラスモール店,1010063,（調基１）（在薬）,東京都千代田区神田淡路町二丁目１０５番地ワテラスアネックス１階,03-3526-7321
0154021,スギ薬局一番町店,1020082,（調基１）（地支体）（後発調１）（在調）（か薬）（在薬）,東京都千代田区一番町６番地社ビル１階,03-5275-3085
0154047,ココカラファイン薬局飯田橋店,1020072,（調基１）（か薬）（在薬）,東京都千代田区飯田橋三丁目１０番９号アイガーデンテラス１階,03-5276-2158
0154088,クオール薬局読売新聞東京本社店,1000004,（調基３ロ）（後発調２）（か薬）（在薬）,東京都千代田区大手町一丁目７番１号読売新聞ビル３階,03-3516-9089
0154104,アガペ飯田橋薬局,1020072,（調基１）（在薬）,東京都千代田区飯田橋三丁目１０番１０号ガーデンエアタワー２階,03-6261-3730
0154112,田辺薬局神田錦町店,1010054,（調基３イ）（か薬）（在薬）,東京都千代田区神田錦町一丁目５番地カワベビル１階,03-5283-7351
0154120,大手町調剤薬局,1000004,（調基１）,東京都千代田区大手町一丁目５番１号大手町ファーストスクエアＷＥＳＴ１階,03-3215-8880
0154138,さくら薬局大手町店,1000004,（調基３ロ）（後発調３）（か薬）（在薬）,東京都千代田区大手町一丁目５番５号大手町タワー地下１階,03-6268-0156
0154146,レモン薬局秋葉原店,1010025,（調基３イ）（在薬）,東京都千代田区神田佐久間町三丁目３７番地５９マルチーノビル１階,03-5687-8451
0154153,まゆみ薬局半蔵門店,1020092,（調基１）（在薬）,東京都千代田区隼町２番１４号,03-6261-4453
0154161,エース薬局神保町支店,1010051,（調基１）,東京都千代田区神田神保町一丁目７番地１２巌松堂ビル７階,03-5577-6157
0154179,日生薬局飯田橋店,1020071,（調基２）（在調）（か薬）（在薬）,東京都千代田区富士見二丁目１０番２号飯田橋グラン・ブルーム１階,03-3262-8261
0154187,コトブキ調剤薬局駿河台店,1010062,（調基３ロ）（か薬）（在薬）,東京都千代田区神田駿河台一丁目８番地４－１お茶の水ビル１階・２階,03-5283-7115
0154211,さくら薬局駿河台店,1010062,（調基３ロ）（後発調１）（在調）（在薬）,東京都千代田区神田駿河台一丁目８番地１１東京ＹＷＣＡ会館１階,03-6273-7373
0154237,日本調剤神田駿河台薬局,1010062,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目４番地お茶の水日健ビル１階２階,03-3518-6031
0154245,調剤薬局霞が関ファーマシー,1000013,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区霞が関一丁目４番１号日土地ビル１階,03-3519-7711
0154252,あつみ薬局岩本町店,1010033,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都千代田区神田岩本町１５番地計ビル１階,03-3527-1321
0154260,東商ビル薬局,1000006,（調基２）（後発調３）（か薬）（在薬）,東京都千代田区有楽町一丁目１２番１号新有楽町ビル地下１階,03-6269-9500
0154286,コトブキ調剤薬局日大前店,1010062,（調基３ロ）（後発調１）（か薬）（在薬）,東京都千代田区神田駿河台一丁目８番地１１階から５階,03-3518-9886
0154294,ウエルシア薬局千代田御茶ノ水店,1010021,（調基１）（後発調２）（在薬）,東京都千代田区外神田二丁目２番１５号１階,03-5256-7631
0154302,そうごう薬局東京サンケイビル店,1000004,（調基１）（か薬）（在薬）,東京都千代田区大手町一丁目７番２号東京サンケイビル地下１階,03-3527-9781
0154328,日本調剤神保町薬局,1010051,（調基１）（後発調３）（在薬）,東京都千代田区神田神保町三丁目２番地４田村ビル１階,03-3265-2105
0154344,アピス薬局麹町店,1020083,（調基１）（在薬）,東京都千代田区麹町三丁目３番地スクエアビル２階,03-3230-4881
0154351,そうごう薬局有楽町店,1000006,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区有楽町二丁目１０番１号東京交通会館１階,03-3218-3020
0154369,薬ヒグチ調剤薬局ニューオータニ店,1020094,（調基３イ）（か薬）（在薬）,東京都千代田区紀尾井町４番１号ーオータニガーデンコート２階,03-3234-2821
0154377,薬ヒグチ薬局新飯田橋店,1020072,（調基１）（在薬）,東京都千代田区飯田橋四丁目６番９号ロックフィールドビル１階,03-3237-8505
0154385,アイン薬局大手町店,1000004,（調基１）（在調）（か薬）（在薬）,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー１階,03-3510-6318
0154393,アイン薬局三崎店,1010062,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目２番地御茶ノ水杏雲ビル１階,03-3296-1210
0154401,アイン薬局八重洲口店,1000005,（調基１）（後発調３）（在調）（か薬）（在薬）,東京都千代田区丸の内一丁目８番２号鉄鋼ビルディング地下１階,03-6256-0278
0154419,茅沼順子薬局,1020093,（調基１）,東京都千代田区平河町一丁目８番８号桔梗ライオンズマンション平河町１０８,03-3262-5598
0154427,薬局マツモトキヨシ岩本町駅前店,1010033,（調基１）（後発調３）（在薬）,東京都千代田区神田岩本町１番地町ビル１階,03-5297-3022
0154435,薬局マツモトキヨシ御茶ノ水駿河台店,1010062,（調基１）（後発調３）（在薬）,東京都千代田区神田駿河台二丁目１番地お茶の水クリスチャン・センタービル１階,03-3518-2136
0154443,エール薬局九段店,1020073,（調基３ロ）（在調）（か薬）（在薬）,東京都千代田区九段北一丁目９番７号東洋Ｍビル１階,03-3237-7091
0154450,エール薬局日比谷店,1000006,（調基１）（在調）（か薬）（在薬）,東京都千代田区有楽町一丁目７番１号有楽町電気ビル北館５０７,03-3283-7078
0154476,いちご薬局神保町,1010051,（調基１）（か薬）（在薬）,東京都千代田区神田神保町一丁目２９番地市瀬ビル１階,03-3296-7415
0154484,薬局アメリカンファーマシー,1020094,（調基１）（後発調１）（か薬）（在薬）,東京都東京ガーデン千代田区紀尾井町１番３号テラス紀尾井町店ガーデンテラス紀尾井町１階,03-6265-6080
0154492,フジモト薬局,1006190,（調基１）,東京都千代田区永田町二丁目１１番１号山王パークタワー地下１階,03-3506-0571
0154500,スギ薬局岩本町店,1010032,（調基１）（在薬）,東京都千代田区岩本町三丁目８番１６号ＮＭＦ神田岩本町ビル１階,03-5823-4961
0154518,アイセイ薬局九段南店,1020074,（調基３ロ）（か薬）（在薬）,東京都千代田区九段南一丁目６番１７号千代田会館ビル１階,03-5226-0033
0154526,アイセイ薬局駿河台店,1010052,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田小川町三丁目８番地中北ビル１階,03-3292-9383
0154534,ウィン薬局,1010061,（調基１）,東京都千代田区三崎町二丁目１７番２号オースピス水道橋ビル３階,03-6272-3345
0154542,ファミリーマート＋ファーマライズ薬局,1010021,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都末千代田区外神田六丁目１５番１１広町店号日東ビル１階,03-5817-7155
0154559,フォレスト薬局秋葉原店,1010025,（調基１）（後発調２）（在薬）,東京都千代田区神田佐久間町二丁目１番地永島ビル１階,03-5829-6325
0154575,キク調剤薬局,1010062,（調基１）（か薬）（在薬）,東京都千代田区神田駿河台二丁目２番地２９鎌倉ビル１階,03-3293-2397
0154591,ウエルシア薬局神田小川町店,1010052,（調基１）（後発調１）（在薬）,東京都千代田区神田小川町一丁目２番地風雲堂ビル１階,03-5289-3101
0154609,永田町薬局,1020093,（調基１）（在調）（在薬）,東京都千代田区平河町二丁目７番９号ＪＡ共済ビル２階,03-3239-5391
0154617,薬局お茶の水ファーマシー,1010051,（調基１）（後発調２）,東京都千代田区神田神保町一丁目２番地３水野ビル３階,03-6273-7646
0154625,竹内薬局神田須田町店,1010041,（調基１）（在薬）,東京都千代田区神田須田町一丁目１６番地８柳下ビル１階,03-6260-8301
0154633,オルカ薬局,1010021,（調基１）,東京都千代田区外神田六丁目２番９号外神田六丁目ビル１階,03-6284-2477
0154641,ウエルシア薬局千代田麹町店,1020083,（調基１）（在薬）,東京都千代田区麹町三丁目４番地スティ麹町ビル１階,03-3515-2448
0250159,有限会社吉田薬局,1030002,（調基１）（後発調１）（在薬）,東京都中央区日本橋馬喰町二丁目４番１号,03-3661-2604
0250167,玉置薬局,1030004,,東京都中央区東日本橋二丁目１６番８号,03-3861-0005
0250183,株式会社大成堂薬局,1030013,（調基１）,東京都中央区日本橋人形町二丁目１１番５号,03-3666-5718
0250654,近藤薬局,1040045,（調基１）（地支体）（後発調３）（か薬）（在薬）,東京都中央区築地二丁目１１番２６号,03-3541-1343
0250845,銀座清水薬局,1040061,（調基１）,東京都中央区銀座五丁目７番７号,03-3571-7455
0251314,銀座ペンギン薬局,1040061,（調基１）,東京都中央区銀座八丁目８番１１号品館ビル地下１階,03-3574-8278
0251355,秋葉薬局,1040031,（調基１）（か薬）（在薬）,東京都中央区京橋三丁目６番１号,03-3561-4359
0251413,トラヤ薬局,1040045,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区築地二丁目９番６号,03-3541-6648
0251447,イシダ薬局,1030014,（調基１）,東京都中央区日本橋蛎殻町二丁目２番４号,03-3668-8075
0251686,川名薬局,1030004,（調基１）（在薬）,東京都中央区東日本橋三丁目７番３号,03-3661-9146
0251710,望星築地薬局,1040044,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区明石町１１番１５号ジ明石町ビル１階２階,03-3541-1193
0251744,水天宮ホリベ薬局,1030014,（調基１）（か薬）（在薬）,東京都中央区日本橋蛎殻町二丁目５番３号サンホリベビル１階,03-3666-7558
0251819,佐藤薬局,1040032,（調基１）（在薬）,東京都中央区八丁堀二丁目１９番７号,03-3551-2166
0251967,イシイ薬局,1040061,（調基１）,東京都中央区銀座七丁目６番２号,03-3571-4715
0251991,越前堀薬局,1040033,（調基１）（地支体）（か薬）（在薬）,東京都中央区新川二丁目１７番１２号Ｅビル１階,03-3551-9933
0252007,福住薬局,1030013,,東京都中央区日本橋人形町一丁目１８番７号,03-3666-3939
0252031,薬局エスエルファーマシー,1040044,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区明石町８番１号タワー２階,03-3542-6001
0252049,清心丹薬局,1030013,（調基１）（在薬）,東京都中央区日本橋人形町一丁目４番１０号人形町センタービル１階,03-3666-4828
0252064,共創未来築地４丁目薬局,1040045,（調基１）（か薬）（在薬）,東京都中央区築地四丁目３番１１号ねめビル１階,03-3543-9455
0252072,恵愛堂薬局,1040052,（調基１）（後発調１）（在調）（在薬）,東京都中央区月島四丁目３番３号ンド月島Ⅱ１階,03-3533-3903
0252106,加健調剤薬局,1040044,（調基１）（か薬）,東京都中央区明石町１１番６号地ビル１階・２階,03-3248-6631
0252213,テトラ薬局八丁堀店,1040032,（調基１）（地支体）（後発調１）（在調）（か薬）（在薬）,東京都中央区八丁堀三丁目２０番１号共伸ビル１階,03-5543-0141
0252346,すずらん薬局,1040032,（調基１）（在薬）,東京都中央区八丁堀三丁目１６番７号岡村ビル１階,03-3553-0554
0252429,ホリベ薬局人形町店,1030014,（調基１）（か薬）（在薬）,東京都中央区日本橋蛎殻町一丁目２９番６号水天宮前東急ビル１階,03-3666-0129
0252528,しまづる浜町薬局,1030007,（調基１）（か薬）（在薬）,東京都中央区日本橋浜町二丁目３１番１号浜町センタービル１階,03-5651-7881
0252544,くま薬局,1030014,（調基１）（地支体）（か薬）（在薬）,東京都中央区日本橋蛎殻町一丁目１０番４号宮田ビル１階,03-5651-2161
0252569,薬局マツモトキヨシ銀座５ｔｈビル店,1040061,（調基３イ）（後発調１）,東京都中央区銀座五丁目５番１号５ｔｈビル地下１階１階２階,03-3289-5321
0252643,テトラ薬局,1030013,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区日本橋人形町一丁目４番１４号,03-3663-1311
0252684,トーシン薬局,1030028,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区八重洲一丁目６番１８号,03-3271-5280
0252700,テトラ薬局大伝馬町店,1030011,（調基１）（地支体）（か薬）（在薬）,東京都中央区日本橋大伝馬町１１番８号ＨＡＴビル３階,03-3664-8211
0252718,田辺薬局築地市場店,1040045,（調基１）（地支体）（後発調２）（薬菌）（在調）（か薬）（在薬）,東京都中央区築地四丁目３番８号和ビル１階,03-5148-3717
0252726,エスアイエム薬局月島店,1040052,（調基１）（地支体）（か薬）（在薬）,東京都中央区月島一丁目２１番９号,03-3532-0304
0252759,ぱぱす薬局月島店,1040052,（調基１）（在薬）,東京都中央区月島二丁目１０番２号ーンアイランドタワーＳ１０３,03-6219-6771
0252809,福むら薬局,1040052,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区月島三丁目２８番６号,03-5548-5534
0252841,みのり薬局,1040052,（調基１）（後発調１）（在調）（か薬）（在薬）,東京都中央区月島三丁目１３番４号利ビル１階,03-3532-6771
0252858,チトセ薬局,1030014,（調基１）（地支体）（か薬）（在薬）,東京都中央区日本橋蛎殻町一丁目１９番９号ルート蛎殻町ビル１階,03-5623-7186
0252882,薬局アポック銀座柳通り店,1040061,（調基１）（地支体）（か薬）（在薬）,東京都中央区銀座二丁目４番１号ビル１階,03-5250-1080
0252890,仁生堂薬局築地店,1040044,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区明石町１１番５号,03-5565-1493
0252981,八丁堀薬局,1040032,（調基１）,東京都中央区八丁堀三丁目８番１号ビル１階,03-3297-7522
0253005,薬局くすりの福太郎銀座店,1040061,（調基１）（在薬）,東京都中央区銀座六丁目１２番１０号銀座龍岡ビル１階,03-5537-3329
0253039,薬局アポック銀座ガス燈通り店,1040061,（調基１）（地支体）（後発調２）（か薬）（在薬）,東京都中央区銀座三丁目４番５号ビル２階,03-5159-7300
0253047,テトラ薬局新富町店,1040041,（調基１）（地支体）（後発調２）（か薬）（在薬）,東京都中央区新富一丁目６番１５号ニービル１０１,03-5541-7733
0253054,ひまわり薬局茅場町店,1030025,（調基１）（在薬）,東京都中央区日本橋茅場町二丁目６番８号大湯ビル１階,03-5642-3378
0253062,薬局トモズトルナーレ浜町店,1030007,（調基１）（か薬）（在薬）,東京都中央区日本橋浜町三丁目３番１号トルナーレ１階,03-5614-6021
0253070,越前堀薬局プッシュ,1040033,（調基１）（地支体）（か薬）（在薬）,東京都中央区新川二丁目２２番６号,03-3555-1835
0253104,ヘルス薬局築地店,1040045,（調基１）（在薬）,東京都中央区築地一丁目１２番１２号ＳＩビル１階,03-6226-4513
0253112,スター薬局,1030021,（調基１）（後発調１）（在薬）,東京都中央区日本橋本石町三丁目２番１２号社労士ビル１階,03-3548-7257
0253120,テトラ薬局中央店,1030013,（調基１）（地支体）（後発調１）（在調）（か薬）（在薬）,東京都中央区日本橋人形町二丁目７番１０号エル人形町ビル１階,03-5651-7743
0253203,銀座漢方天風堂薬局,1040061,,東京都中央区銀座三丁目１４番４号グゼ銀座１階,03-3547-5102
0253229,ヘルス薬局日本橋店,1030012,（調基１）（後発調１）（か薬）（在薬）,東京都中央区日本橋堀留町二丁目８番５号デンヨービル１階,03-5642-6016
0253237,クオール薬局兜町店,1030026,（調基３ロ）（か薬）（在薬）,東京都中央区日本橋兜町８番４号,03-3668-6131
0253278,クオール薬局月島店,1040052,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区月島四丁目５番１２号,03-3534-5972
0253344,アンソニーズ佃薬局,1040051,,東京都中央区佃二丁目２番７号リバーシティ２１７号棟１階,03-3536-1193
0253401,ハタナカ薬局,1030023,（調基１）,東京都中央区日本橋本町一丁目９番７号スサトビル１階Ａ室,03-3241-2301
0253435,新川調剤薬局,1040033,（調基１）（か薬）（在薬）,東京都中央区新川二丁目１６番１１号青木ビル１階,03-3552-0630
0253476,日本調剤築地薬局,1040045,（調基３ロ）（後発調３）（か薬）（在薬）,東京都中央区築地四丁目６番６号、２階,03-6226-4025
0253500,クオール薬局銀座店,1040061,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区銀座一丁目１３番９号ラス銀座１階,03-3562-8636
0253518,さくら薬局豊海店,1040055,（調基１）（地支体）（後発調１）（在調）（か薬）（在薬）,東京都中央区豊海町２番２－１１３号,03-3531-0121
0253534,さくら薬局築地店,1040045,（調基１）（薬菌）（か薬）（在薬）,東京都中央区築地一丁目９番９号築地ビル８階,03-3547-3646
0253542,フレンド薬局,1040052,（調基１）（地支体）（在調）（か薬）（在薬）,東京都中央区月島一丁目１１番９号,03-5548-5548
0253559,アイ調剤薬局,1030022,（調基１）（地支体）（後発調１）（か薬）（在薬）,東京都中央区日本橋室町四丁目１番６号クアトロ室町ビル１階,03-3241-9741
