151936,日本調剤飯田橋薬局,1020071,（調基１）（在調）（か薬）（在薬）,東京都千代田区富士見二丁目３番１３号,03-5275-5867,"Chiyoda-ku, Tokyo Fujimi-chome No. 3 No. 13"
151951,あつみ調剤薬局,1010027,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田平河町１番地澤山ビル２．３階,03-5687-8526,"Chiyoda-ku, Tokyo Kanda Hirakawacho address 1 Sawayama building 2.3 floor"
152009,シンセイ堂薬局,1010021,,東京都千代田区外神田三丁目１５番７号,03-3251-0993,"Chiyoda-ku, Tokyo Soto-Kanda Third Street No. 15 No. 7"
152041,東優企業組合　オギムラ薬局営業所,1020074,（調基１）（か薬）,東京都千代田区九段南二丁目４番１１号,03-3261-0278,"Chiyoda-ku, Tokyo Kudanminami chome No. 4, No. 11"
152124,さくら薬局　内神田店,1010047,（調基３ロ）（在薬）,東京都千代田区内神田二丁目４番１号神田メディカルビル１階,03-3252-5225,"Chiyoda-ku, Tokyo Uchikanda chome No. 4 No. 1 Kanda Medical Building first floor"
152207,水道橋薬局,1010061,（調基１）（か薬）（在薬）,東京都千代田区神田三崎町二丁目１７番５号,03-5226-2388,"Chiyoda-ku, Tokyo Kanda Misaki-cho, chome 17th No. 5"
152355,小池薬局,1020071,（調基１）,東京都千代田区富士見二丁目１１番１２号馬場ビル１階,03-3261-3632,"Chiyoda-ku, Tokyo Fujimi-chome No. 11, No. 12, Baba building the first floor"
152512,江川薬局,1010021,（調基１）,東京都千代田区外神田六丁目１３番１４号,03-3831-7150,"Chiyoda-ku, Tokyo Soto-Kanda 6-chome 13th No. 14"
152561,薬局タワードラッグ,1000011,（調基１）（在薬）,東京都千代田区内幸町一丁目１番１号インペリアルタワー１階,03-3501-5677,"Chiyoda-ku, Tokyo Uchisaiwaicho 1 Chome, Imperial Tower, first floor"
152595,ココカラファイン薬局神保町店,1010051,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田神保町二丁目９番地神田神保町メディカルモール１階,03-3556-0574,"Chiyoda-ku, Tokyo Kanda Jimbocho chome 9 address Kanda Jimbocho Medical Mall first floor"
152603,アサヒ薬局,1010046,（調基１）,東京都千代田区神田多町二丁目７番地５アサヒビル１階,03-3252-0016,"Chiyoda-ku, Tokyo Tachō, Tokyo chome address 7 5 Asahibiru the first floor"
152694,麹町調剤薬局,1020083,（調基１）,東京都千代田区麹町三丁目７番地グラフィオ麹町,03-3222-3977,"Kojimachi, Chiyoda-ku, Tokyo address Third Street 7 Gurafio Kojimachi"
152710,薬局トモズ　神田和泉町店,1010024,（調基３イ）（在薬）,東京都千代田区神田和泉町１番地住友商事神田和泉町ビル１階,03-5687-1189,"Chiyoda-ku, Tokyo Kanda Izumi-cho, address Sumitomo Kanda Izumi-cho Building first floor"
152736,薬局アメリカンファーマシー　丸の内店,1000005,（調基１）（か薬）（在薬）,東京都千代田区丸の内二丁目４番１号丸の内ビルディング地下１階,03-5220-7716,"Marunouchi, Chiyoda-ku, Tokyo-chome No. 4 No. 1 Marunouchi Building underground first floor"
152751,子安薬局　有楽町店,1000006,（調基１）,東京都千代田区有楽町一丁目１０番１号有楽町ビルヂング１階,03-3201-3335,"Chiyoda-ku, Tokyo Yurakucho chome 10th No. 1 Yurakucho Building Owners and Managers first floor"
152827,タンシ薬局,1020072,（調基１）（地支体）（か薬）（在薬）,東京都千代田区飯田橋三丁目７番４号彩風館１階,03-5215-1502,"Chiyoda-ku, Tokyo Iidabashi Chome No. 7 4 Goirodorifukan the first floor"
152850,十字堂薬局,1010052,（調基１）,東京都千代田区神田小川町一丁目５番地１神田御幸ビル１階,03-3295-4660,"Chiyoda-ku, Tokyo Ogawamachi chome address 5 1 Kanda Miyuki building the first floor"
152868,クローバー薬局,1020094,（調基１）（地支体）（か薬）（在薬）,東京都千代田区紀尾井町３番２９号紀尾井町第２山本ビル１階,03-3512-5858,"Tokyo, Kioi-cho, Chiyoda-ku, No. 3 No. 29 Kioicho the second Yamamoto building the first floor"
152884,神田薬局,1010054,（調基１）（か薬）（在薬）,東京都千代田区神田錦町一丁目６番地鈴木ビル１階,03-3233-1132,"Chiyoda-ku, Tokyo KandaNishiki-cho, chome address 6 Suzuki building the first floor"
152926,バンビー薬局　一番町店,1020083,（調基１）（地支体）（か薬）（在薬）,東京都千代田区麹町一丁目８番３号半蔵門ハイム１階,03-3230-0471,"Kojimachi, Chiyoda-ku, Tokyo chome No. 8 No. 3 Hanzomon Heim first floor"
152934,池田薬局,1020074,（調基１）（地支体）（か薬）（在薬）,東京都千代田区九段南四丁目６番１号九段シルバーパレス１０３号,03-3265-0051,"Chiyoda-ku, Tokyo Kudanminami chome No. 6 No. 1 Kudan Silver Palace No. 103"
152967,コトブキ調剤薬局,1010062,（調基１）（か薬）（在薬）,東京都千代田区神田駿河台二丁目１０番地１,03-3291-0380,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 10 1"
153007,有美薬局,1010047,（調基１）,東京都千代田区内神田三丁目２１番７号有田ビル１階,03-3254-6006,"Chiyoda-ku, Tokyo Uchikanda Third Street No. 21 No. 7 Arita building the first floor"
153023,エフエル薬局,1000014,（調基１）（後発調３）（か薬）（在薬）,東京都千代田区永田町二丁目１４番２号山王グランドビル１階,03-3593-1366,Nagata-cho Chiyoda-ku Tokyo chome 14th No. 2 Sanno Grand Building first floor
153056,ニシザワ薬局,1010047,（調基１）（地支体）（か薬）（在薬）,東京都千代田区内神田三丁目１４番８号ニシザワビル１階,03-3252-2430,"Chiyoda-ku, Tokyo Uchikanda Third Street No. 14 No. 8 Nishizawa building the first floor"
153148,調剤薬局　丸の内ファーマシー,1000005,（調基１）（後発調１）（か薬）（在薬）,東京都千代田区丸の内一丁目６番２号新丸の内センタービルディング２階,03-5288-6755,"Marunouchi, Chiyoda-ku, Tokyo chome No. 6 No. 2 Shin Marunouchi Center Building 2nd Floor"
153171,日本調剤　お茶の水中央薬局,1010062,（調基１）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目１番１５号岩崎ビル１階２階,03-5217-0871,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome No. 1 No. 15 Iwasaki building the first floor second floor"
153189,日比谷プラザ薬局,1000006,（調基１）,東京都千代田区有楽町一丁目６番１０号スクワール日比谷ビル２階,03-3591-6868,"Chiyoda-ku, Tokyo Yurakucho chome No. 6 No. 10 Sukuwaru Hibiya building second floor"
153197,薬石花房　幸福薬局,1000011,,東京都千代田区内幸町一丁目１番１号帝国ホテルプラザ４階,03-3580-0259,"Chiyoda-ku, Tokyo Uchisaiwaicho 1 Chome, Empire Hotel Plaza 4th floor"
153221,株式会社　薬局淡路町ファーマシー,1010063,（調基２）（後発調１）（か薬）（在薬）,東京都千代田区神田淡路町二丁目２３番地Ｈビル１階,03-3253-3317,"Chiyoda-ku, Tokyo Awajichō, Tokyo address chome 23 H building the first floor"
153239,日本調剤　飯田橋西口薬局,1020071,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区富士見二丁目９番１０号,03-3221-7217,"Chiyoda-ku, Tokyo Fujimi-chome No. 9 No. 10"
153288,日本調剤　駿河台薬局,1010062,（調基３ロ）（後発調１）（か薬）（在薬）,東京都千代田区神田駿河台二丁目５番地村田ビルディング１階,03-5577-3918,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 5 Murata building the first floor"
153312,いけだ薬局　駅前調剤店,1020074,（調基１）（在薬）,東京都千代田区九段南四丁目８番２９号小久保ビル１階,03-5215-8989,"Chiyoda-ku, Tokyo Kudanminami chome No. 8 No. 29 Kokubo building the first floor"
153379,ツイン薬局　半蔵門店,1020083,（調基１）,東京都千代田区麹町一丁目８番地７エミナビル１階,03-6661-4551,"Kojimachi, Chiyoda-ku, Tokyo chome address 8 7 Eminabiru the first floor"
153387,ファーコス薬局　アキバ,1010023,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田松永町１１番地ＡＴ第一ビル１階,03-3526-5922,"Chiyoda-ku, Tokyo Matsunagachō, Tokyo 11 address AT first building the first floor"
153395,マルマツ薬局　九段店,1020072,（調基１）（在薬）,東京都千代田区飯田橋一丁目５番８号アクサンビル１階,03-6808-5320,"Chiyoda-ku, Tokyo Iidabashi chome No. 5 No. 8 grave building the first floor"
153403,雄飛堂薬局　秋葉原店,1010024,（調基１）（後発調２）（か薬）（在薬）,東京都千代田区神田和泉町一丁目１３番地１水戸部ビル１階,03-5809-1901,"Chiyoda-ku, Tokyo Kanda Izumi-cho, chome 13 address 1 Mitobe building the first floor"
153411,日生薬局　秋葉原店,1010025,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田佐久間町三丁目２７番地３ガーデンパークビル１階,03-5823-7461,"Third Street 27 address, Chiyoda-ku, Tokyo Sakumachō, Tokyo 3 Garden Park Building first floor"
153429,アップル薬局　六番町店,1020085,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区六番町７番地金澤ビル１階,03-5211-2460,"Chiyoda-ku, Tokyo Rokuban-cho, 7 address Kanazawa building the first floor"
153437,クオール薬局　四谷店,1020083,（調基１）（地支体）（か薬）（在薬）,東京都千代田区麹町五丁目４番地セタニビル１階,03-3230-3185,"Kojimachi, Chiyoda-ku, Tokyo Chome address 4 Setanibiru the first floor"
153452,神田いちご薬局,1010035,（調基１）（地支体）（か薬）（在薬）,東京都千代田区神田紺屋町５番地Ｔ・Ｍビル１階,03-5256-1562,"Chiyoda-ku, Tokyo Konyachō, Chiyoda, Tokyo Address 5 T · M building the first floor"
153486,雄飛堂薬局　飯田橋店,1020072,（調基１）（地支体）（後発調１）（在調）（か薬）（在薬）,東京都千代田区飯田橋四丁目３番２号１階,03-5216-3099,"Chiyoda-ku, Tokyo Iidabashi chome No. 3 No. 2 first floor"
153502,薬局トモズ　大手町カンファレンスセンター店,1000004,（調基１）（在薬）（後発調１）,東京都千代田区大手町一丁目３番２号大手町カンファレンスセンター地下１階,03-6213-0660,"Chiyoda-ku, Tokyo Otemachi 1-chome No. 3 No. 2 Otemachi Conference Center underground first floor"
153510,いずみ薬局　麹町店,1020083,（調基１）,東京都千代田区麹町五丁目２番地１Ｋ－ＷＩＮＧ１階,03-3234-7856,"Kojimachi, Chiyoda-ku, Tokyo Chome address 2 1K-WING1 floor"
153544,クオール薬局　丸の内店,1000004,（調基３ロ）（か薬）（在薬）,東京都千代田区大手町二丁目２番１号新大手町ビル１２２区,03-6214-0089,"Otemachi, Chiyoda-ku, Tokyo chome No. 2 No. 1 new Otemachi Building 122 wards"
153569,ロイヤル薬局　神田淡路町店,1010063,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都千代田区神田淡路町二丁目６番地淡路ビル１階,03-5295-3531,"Chiyoda-ku, Tokyo Awajichō, Tokyo chome address 6 Awaji building the first floor"
153619,スギ薬局　神田西口通り店,1010047,（調基１）（後発調１）（在薬）,東京都千代田区内神田二丁目１０番７号プレミアステージ内神田１階,03-3254-7361,"Chiyoda-ku, Tokyo Uchikanda chome 10th No. 7 Premier Stage Uchikanda the first floor"
153643,いまくま薬局,1020083,（調基１）,東京都千代田区麹町一丁目３番地ダイアン麹町ビル１階,03-3264-5053,"Kojimachi, Chiyoda-ku, Tokyo chome address 3 Diane Kojimachi building the first floor"
153650,いけだ薬局　番町店,1020082,（調基１）（地支体）（か薬）（在薬）,東京都千代田区一番町７番地１一番町ビルヂング１階,03-5275-8989,"Chiyoda-ku, Tokyo Ichibancho address 7 1 Ichibancho Building Owners and Managers first floor"
153668,スギ薬局　神田駅東口店,1010044,（調基１）（地支体）（後発調１）（か薬）（在薬）,東京都千代田区鍛冶町二丁目２番２号神田パークプラザ１階,03-3254-5631,"Chiyoda-ku, Tokyo Kajichō chome No. 2 No. 2 Kanda Park Plaza the first floor"
153684,千代田区薬剤師会　会営調剤薬局,1020073,（調基１）,東京都千代田区九段北一丁目２番１４号千代田保健所地下１階,03-5211-8197,"Chiyoda-ku, Tokyo Kudankita chome No. 2, No. 14, Chiyoda-health center underground first floor"
153718,いずみ薬局六番町,1020085,（調基１）,東京都千代田区六番町３番地１玉柳ビル地下１階,03-3234-3628,"Chiyoda-ku, Tokyo Rokuban-cho, address 3 1 Tamayanagi building basement first floor"
153726,五番町はるかぜ薬局,1020076,（調基１）（在薬）,東京都千代田区五番町２横山ビル１階,03-6268-9200,"Chiyoda-ku, Tokyo Gobain-cho, 2 Yokoyama building the first floor"
153734,お茶の水調剤薬局　本店,1010062,（調基１）（地支体）（か薬）（在薬）,東京都千代田区神田駿河台二丁目２番地５井口ビル１階,03-3295-8641,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 2 5 Iguchi building the first floor"
153767,かちどき薬局　霞が関店,1006003,（調基１）（か薬）（在薬）,東京都千代田区霞が関三丁目２番５号霞が関ビル３１０,03-3581-7764,"Chiyoda-ku, Tokyo Kasumigaseki Chome No. 2 No. 5 Kasumigaseki Building 310"
153791,クオール薬局　ビックカメラ有楽町店,1000006,（調基１）（か薬）（在薬）,東京都千代田区有楽町一丁目１１番１号３階,03-5208-1189,"Chiyoda-ku, Tokyo Yurakucho chome 11th No. 1 third floor"
153817,わたなべ調剤薬局,1000011,（調基１）（地支体）（か薬）（在薬）,東京都千代田区内幸町二丁目２番１号日本プレスセンタービル地下１階,03-5157-4233,"Chiyoda-ku, Tokyo Uchisaiwaicho chome No. 2 No. 1 Nippon Press Center Building underground first floor"
153833,コートビル調剤薬局,1020094,（調基１）,東京都千代田区紀尾井町３番１９号紀尾井町コートビル２階,03-3222-0910,"Tokyo, Kioi-cho, Chiyoda-ku, No. 3, No. 19 Kioicho Court building second floor"
153841,さくら薬局　御茶ノ水駅前店,1010062,（調基２）（か薬）（在薬）,東京都千代田区神田駿河台２丁目４番地１,03-5577-6714,"Chiyoda-ku, Tokyo Surugadai, Kanda 2-chome address 4 1"
153874,メトグリーン３号館薬局,1000013,,東京都千代田区霞が関二丁目１番３号中央合同庁舎３号館Ｂ１売店,03-3519-8744,"Chiyoda-ku, Tokyo Kasumigaseki chome No. 1 No. 3 Central Government Building 3, Building B1 shop"
153916,日本調剤　御茶ノ水橋口薬局,1010062,（調基１）（後発調１）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目６番地１華ビル１階２階,03-5283-7470,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome 6 address 1 Hana building the first floor second floor"
153924,ナチュラルローソンクオール薬局　神田鍛冶町二丁目店,1010044,（調基１）（後発調１）（在調）（か薬）（在薬）,東京都千代田区鍛冶町二丁目３番２号神田センタービル１階,03-5209-0289,"Chiyoda-ku, Tokyo Kajichō chome No. 3 No. 2 Kanda Center Building first floor"
153932,日本調剤　九段下薬局,1020073,（調基１）（後発調２）（在調）（在薬）,東京都千代田区九段北一丁目３番２号大橋ビル１階,03-5211-7971,"Chiyoda-ku, Tokyo Kudankita chome No. 3 No. 2 Bridge Building first floor"
153981,神田東松下町薬局,1010042,（調基３イ）（か薬）（在薬）,東京都千代田区神田東松下町１７番地１５伊東ビル１階,03-5295-7018,"Chiyoda-ku, Tokyo Higashimatsushitachō, Tokyo 17 address 15 Ito building the first floor"
153999,ファルマルシェ薬局　ＡＫＩＢＡーＩＣＨＩ,1010021,（調基１）（か薬）（在薬）（地支体）,東京都千代田区外神田四丁目１４番１号秋葉原ＵＤＸ１０４,03-5207-8391,"Chiyoda-ku, Tokyo Soto-Kanda chome 14th No. 1 Akihabara UDX104"
154013,薬局マツモトキヨシ　ワテラスモール店,1010063,（調基１）（在薬）,東京都千代田区神田淡路町二丁目１０５番地ワテラスアネックス１階,03-3526-7321,"Chiyoda-ku, Tokyo Awajichō, Tokyo chome 105 address word terrace Annex 1 floor"
154021,スギ薬局　一番町店,1020082,（調基１）（地支体）（後発調１）（在調）（か薬）（在薬）,東京都千代田区一番町６番地相模屋本社ビル１階,03-5275-3085,"Chiyoda-ku, Tokyo Ichibancho address 6 Sagamiya headquarters building first floor"
154047,ココカラファイン薬局飯田橋店,1020072,（調基１）（か薬）（在薬）,東京都千代田区飯田橋三丁目１０番９号アイガーデンテラス１階,03-5276-2158,"Chiyoda-ku, Tokyo Iidabashi Chome No. 10 No. 9 Ai garden terrace first floor"
154088,クオール薬局　読売新聞東京本社店,1000004,（調基３ロ）（後発調２）（か薬）（在薬）,東京都千代田区大手町一丁目７番１号読売新聞ビル３階,03-3516-9089,"Chiyoda-ku, Tokyo Otemachi 1-chome No. 7 No. 1 Yomiuri Shimbun building the third floor"
154104,アガペ飯田橋薬局,1020072,（調基１）（在薬）,東京都千代田区飯田橋三丁目１０番１０号ガーデンエアタワー２階,03-6261-3730,"Chiyoda-ku, Tokyo Iidabashi Chome No. 10 No. 10 Garden Air Tower second floor"
154112,田辺薬局　神田錦町店,1010054,（調基３イ）（か薬）（在薬）,東京都千代田区神田錦町一丁目５番地カワベビル１階,03-5283-7351,"Chiyoda-ku, Tokyo KandaNishiki-cho, chome address 5 Kawabebiru the first floor"
154120,大手町調剤薬局,1000004,（調基１）,東京都千代田区大手町一丁目５番１号大手町ファーストスクエアＷＥＳＴ１階,03-3215-8880,"Chiyoda-ku, Tokyo Otemachi 1-chome fifth No. 1 Otemachi First Square WEST1 floor"
154138,さくら薬局　大手町店,1000004,（調基３ロ）（後発調３）（か薬）（在薬）,東京都千代田区大手町一丁目５番５号大手町タワー地下１階,03-6268-0156,"Chiyoda-ku, Tokyo Otemachi 1-chome No. 5 No. 5 Otemachi Tower underground first floor"
154146,レモン薬局　秋葉原店,1010025,（調基３イ）（在薬）,東京都千代田区神田佐久間町三丁目３７番地５９マルチーノビル１階,03-5687-8451,"Chiyoda-ku, Tokyo Sakumachō, Tokyo three-chome 37 address 59 multi over Nobile first floor"
154153,まゆみ薬局　半蔵門店,1020092,（調基１）（在薬）,東京都千代田区隼町２番１４号,03-6261-4453,"Chiyoda-ku, Tokyo Hayabusachō No. 2 No. 14"
154161,エース薬局　神保町支店,1010051,（調基１）,東京都千代田区神田神保町一丁目７番地１２巌松堂ビル７階,03-5577-6157,"Chiyoda-ku, Tokyo Kanda Jimbocho chome address 7 12 IwaoMatsuDo building 7th floor"
154179,日生薬局　飯田橋店,1020071,（調基２）（在調）（か薬）（在薬）,東京都千代田区富士見二丁目１０番２号飯田橋グラン・ブルーム１階,03-3262-8261,"Chiyoda-ku, Tokyo Fujimi-chome 10th No. 2 Iidabashi Grand bloom the first floor"
154187,コトブキ調剤薬局　駿河台店,1010062,（調基３ロ）（か薬）（在薬）,東京都千代田区神田駿河台一丁目８番地４－１お茶の水ビル１階・２階,03-5283-7115,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 8 4-1 Ochanomizu building the first floor and second floors"
154211,さくら薬局　駿河台店,1010062,（調基３ロ）（後発調１）（在調）（在薬）,東京都千代田区神田駿河台一丁目８番地１１東京ＹＷＣＡ会館１階,03-6273-7373,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 8 11 Tokyo YWCA Hall first floor"
154237,日本調剤　神田駿河台薬局,1010062,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目４番地お茶の水日健ビル１階２階,03-3518-6031,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 4 Ochanomizu Nichiken building the first floor second floor"
154245,調剤薬局霞が関ファーマシー,1000013,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区霞が関一丁目４番１号日土地ビル１階,03-3519-7711,"Chiyoda-ku, Tokyo Kasumigaseki chome No. 4 No. 1 Date land building the first floor"
154252,あつみ薬局　岩本町店,1010033,（調基１）（地支体）（後発調２）（在調）（か薬）（在薬）,東京都千代田区神田岩本町１５番地会計ビル１階,03-3527-1321,"Chiyoda-ku, Tokyo Kandaiwamoto-cho, 15 address accounting building the first floor"
154260,東商ビル薬局,1000006,（調基２）（後発調３）（か薬）（在薬）,東京都千代田区有楽町一丁目１２番１号新有楽町ビル地下１階,03-6269-9500,"Chiyoda-ku, Tokyo Yurakucho chome 12th No. 1 new Yurakucho building basement first floor"
154286,コトブキ調剤薬局　日大前店,1010062,（調基３ロ）（後発調１）（か薬）（在薬）,東京都千代田区神田駿河台一丁目８番地１１階から５階,03-3518-9886,"Chiyoda-ku, Tokyo Surugadai, Kanda fifth floor from chome address 8 11th floor"
154294,ウエルシア薬局　千代田御茶ノ水店,1010021,（調基１）（後発調２）（在薬）,東京都千代田区外神田二丁目２番１５号１階,03-5256-7631,"Chiyoda-ku, Tokyo Soto-Kanda-chome No. 2 No. 15 the first floor"
154302,そうごう薬局　東京サンケイビル店,1000004,（調基１）（か薬）（在薬）,東京都千代田区大手町一丁目７番２号東京サンケイビル地下１階,03-3527-9781,"Chiyoda-ku, Tokyo Otemachi 1-chome No. 7 No. 2 Tokyo Sankei Building underground first floor"
154328,日本調剤　神保町薬局,1010051,（調基１）（後発調３）（在薬）,東京都千代田区神田神保町三丁目２番地４田村ビル１階,03-3265-2105,"Chiyoda-ku, Tokyo Kanda Jimbocho Third Street address 2 4 Tamura building the first floor"
154344,アピス薬局　麹町店,1020083,（調基１）（在薬）,東京都千代田区麹町三丁目３番地麹町スクエアビル２階,03-3230-4881,"Kojimachi, Chiyoda-ku, Tokyo Third Street Address 3 Kojimachi Square Building second floor"
154351,そうごう薬局　有楽町店,1000006,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区有楽町二丁目１０番１号東京交通会館１階,03-3218-3020,"Chiyoda-ku, Tokyo Yurakucho chome 10th No. 1 Tokyo traffic hall first floor"
154369,薬ヒグチ調剤薬局　ニューオータニ店,1020094,（調基３イ）（か薬）（在薬）,東京都千代田区紀尾井町４番１号ニューオータニガーデンコート２階,03-3234-2821,"Tokyo, Kioi-cho, Chiyoda-ku, No. 4 No. 1 New Otani Garden Court 2nd Floor"
154377,薬ヒグチ薬局　新飯田橋店,1020072,（調基１）（在薬）,東京都千代田区飯田橋四丁目６番９号ロックフィールドビル１階,03-3237-8505,"Chiyoda-ku, Tokyo Iidabashi chome No. 6, No. 9 lock field building the first floor"
154385,アイン薬局　大手町店,1000004,（調基１）（在調）（か薬）（在薬）,東京都千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー１階,03-3510-6318,"Chiyoda-ku, Tokyo Otemachi 1-chome No. 9 No. 7 Otemachi Financial City South Tower first floor"
154393,アイン薬局　三崎店,1010062,（調基１）（地支体）（在調）（か薬）（在薬）,東京都千代田区神田駿河台二丁目２番地御茶ノ水杏雲ビル１階,03-3296-1210,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 2 Ochanomizu Anzukumo building the first floor"
154401,アイン薬局　八重洲口店,1000005,（調基１）（後発調３）（在調）（か薬）（在薬）,東京都千代田区丸の内一丁目８番２号鉄鋼ビルディング地下１階,03-6256-0278,"Marunouchi, Chiyoda-ku, Tokyo chome No. 8 No. 2 steel building basement first floor"
154419,茅沼順子薬局,1020093,（調基１）,東京都千代田区平河町一丁目８番８号桔梗ライオンズマンション平河町１０８,03-3262-5598,"Chiyoda-ku, Tokyo Hirakawacho chome No. 8 No. 8 bellflower Lions apartment Hirakawacho 108"
154427,薬局マツモトキヨシ　岩本町駅前店,1010033,（調基１）（後発調３）（在薬）,東京都千代田区神田岩本町１番地岩本町ビル１階,03-5297-3022,"Chiyoda-ku, Tokyo Kandaiwamoto-cho, address Iwamoto-cho Building first floor"
154435,薬局マツモトキヨシ　御茶ノ水駿河台店,1010062,（調基１）（後発調３）（在薬）,東京都千代田区神田駿河台二丁目１番地お茶の水クリスチャン・センタービル１階,03-3518-2136,"Chiyoda-ku, Tokyo Surugadai, Kanda-chome address 1 Ochanomizu Christian Center Building first floor"
154443,エール薬局　九段店,1020073,（調基３ロ）（在調）（か薬）（在薬）,東京都千代田区九段北一丁目９番７号東洋Ｍビル１階,03-3237-7091,"Chiyoda-ku, Tokyo Kudankita chome No. 9 No. 7 Toyo M building the first floor"
154450,エール薬局　日比谷店,1000006,（調基１）（在調）（か薬）（在薬）,東京都千代田区有楽町一丁目７番１号有楽町電気ビル北館５０７,03-3283-7078,"Chiyoda-ku, Tokyo Yurakucho chome No. 7 No. 1 Yurakucho Denki Building North Building 507"
154476,いちご薬局　神保町,1010051,（調基１）（か薬）（在薬）,東京都千代田区神田神保町一丁目２９番地市瀬ビル１階,03-3296-7415,"Chiyoda-ku, Tokyo Kanda Jimbocho chome 29 address Ichinose building the first floor"
